onset	duration	subject	block	trial_type	rt	accuracy	run
29.166	0	10	MI	cue	NaN	NaN	2
39.666	0	10	MI	I	0.829	1	2
42.349	0	10	MI	I	0.632	1	2
44.216	0	10	MI	I	0.639	1	2
49.699	0	10	MI	I	0.552	1	2
56.899	0	10	MI	C	0.576	1	2
61.715	0	10	MI	I	0.807	1	2
65.565	0	10	MI	I	0.705	1	2
67.515	0	10	MI	I	0.585	1	2
69.348	0	10	MI	C	0.53	1	2
72.314	0	10	MI	I	0.7	1	2
74.848	0	10	MI	I	0.562	1	2
76.648	0	10	MI	I	0.636	1	2
80.331	0	10	MI	blank	NaN	NaN	2
85.847	0	10	MI	C	0.817	1	2
88.497	0	10	MI	C	0.523	1	2
90.864	0	10	MI	I	0.736	1	2
96.447	0	10	MI	I	0.631	1	2
98.33	0	10	MI	I	0.696	1	2
100.28	0	10	MI	I	0.493	1	2
104.413	0	10	MI	blank	NaN	NaN	2
106.93	0	10	MI	I	0.618	1	2
110.596	0	10	MI	C	0.736	1	2
114.38	0	10	MI	I	0.642	1	2
118.079	0	10	MI	I	0.518	1	2
121.646	0	10	MI	C	0.576	1	2
124.662	0	10	MI	blank	NaN	NaN	2
128.379	0	10	MI	I	0.526	1	2
130.746	0	10	MI	I	0.561	1	2
133.745	0	10	MI	C	0.854	1	2
136.445	0	10	MI	C	0.574	1	2
138.262	0	10	MI	blank	NaN	NaN	2
141.979	0	10	MI	I	0.673	1	2
149.895	0	10	MI	I	0.681	1	2
151.811	0	10	MI	I	0.606	1	2
157.278	0	10	MI	C	0.63	1	2
159.161	0	10	MI	blank	NaN	NaN	2
161.678	0	10	MI	I	0.827	1	2
164.944	0	10	MI	I	0.628	1	2
166.828	0	10	MI	I	0.603	1	2
169.278	0	10	MI	I	0.628	1	2
172.361	0	10	MI	I	0.569	1	2
177.161	0	10	MI	blank	NaN	NaN	2
179.077	0	10	MI	I	0.576	1	2
183.894	0	10	MI	I	0.691	1	2
189.427	0	10	MI	I	0.688	1	2
193.76	0	10	MI	I	0.576	1	2
199.193	0	10	MI	blank	NaN	NaN	2
201.71	0	10	MI	I	0.673	1	2
208.426	0	10	MI	I	0.505	1	2
210.776	0	10	MI	I	0.74	1	2
212.759	0	10	MI	C	0.644	1	2
216.442	0	10	MI	I	0.974	1	2
219.859	0	10	MI	I	0.635	1	2
221.725	0	10	MI	I	0.659	1	2
225.442	0	10	MI	I	0.668	1	2
227.959	0	10	MI	I	0.68	1	2
231.692	0	10	MI	I	0.721	1	2
234.858	0	10	MI	C	0.555	1	2
238.458	0	10	MI	blank	NaN	NaN	2
243.975	0	10	MI	I	0.618	1	2
246.441	0	10	MI	C	0.724	1	2
251.408	0	10	MI	I	0.806	1	2
255.258	0	10	MI	I	0.707	1	2
259.607	0	10	MI	I	0.671	1	2
262.124	0	10	MI	I	0.58	1	2
265.141	0	10	MI	I	0.656	1	2
271.84	0	10	MI	I	0.696	1	2
274.973	0	10	MI	I	0.601	1	2
338.304	0	10	MI	cue	NaN	NaN	2
348.804	0	10	MI	I	0.682	1	2
350.721	0	10	MI	I	0.585	1	2
353.154	0	10	MI	I	0.673	1	2
356.287	0	10	MI	I	0.549	1	2
359.287	0	10	MI	I	0.684	1	2
361.204	0	10	MI	blank	NaN	NaN	2
364.32	0	10	MI	I	0.597	1	2
367.353	0	10	MI	C	0.663	1	2
373.453	0	10	MI	blank	NaN	NaN	2
378.97	0	10	MI	I	0.893	1	2
381.103	0	10	MI	I	0.594	1	2
386.536	0	10	MI	I	0.565	1	2
391.352	0	10	MI	I	0.615	1	2
395.619	0	10	MI	I	0.619	1	2
396.886	0	10	MI	I	0.627	1	2
399.952	0	10	MI	blank	NaN	NaN	2
404.269	0	10	MI	C	0.71	1	2
409.818	0	10	MI	I	0.632	1	2
415.285	0	10	MI	I	0.639	1	2
418.968	0	10	MI	I	0.508	1	2
421.318	0	10	MI	C	0.709	1	2
425.668	0	10	MI	blank	NaN	NaN	2
429.384	0	10	MI	I	0.736	1	2
434.967	0	10	MI	C	0.6	1	2
438.017	0	10	MI	I	0.812	1	2
441.867	0	10	MI	I	0.562	1	2
443.667	0	10	MI	I	0.645	1	2
445.55	0	10	MI	I	0.701	1	2
451.1	0	10	MI	I	0.787	1	2
455.533	0	10	MI	I	0.654	1	2
457.433	0	10	MI	C	0.725	1	2
460.617	0	10	MI	blank	NaN	NaN	2
464.933	0	10	MI	I	0.645	1	2
471.616	0	10	MI	I	0.648	1	2
475.916	0	10	MI	I	0.571	1	2
478.333	0	10	MI	I	0.944	1	2
481.116	0	10	MI	I	0.545	1	2
488.899	0	10	MI	blank	NaN	NaN	2
494.415	0	10	MI	I	0.638	1	2
499.898	0	10	MI	I	0.702	1	2
504.848	0	10	MI	blank	NaN	NaN	2
507.965	0	10	MI	I	0.737	1	2
511.148	0	10	MI	I	0.657	1	2
515.448	0	10	MI	C	0.594	1	2
519.081	0	10	MI	I	0.571	1	2
521.498	0	10	MI	I	0.682	1	2
524.031	0	10	MI	I	0.78	1	2
527.247	0	10	MI	I	0.732	1	2
531.014	0	10	MI	C	0.667	1	2
534.73	0	10	MI	C	0.727	1	2
540.913	0	10	MI	I	1.153	1	2
543.913	0	10	MI	I	1.315	1	2
548.28	0	10	MI	I	0.612	1	2
550.146	0	10	MI	I	0.742	1	2
556.929	0	10	MI	I	0.626	1	2
559.396	0	10	MI	I	0.832	1	2
565.679	0	10	MI	I	0.758	1	2
567.679	0	10	MI	I	0.675	1	2
571.412	0	10	MI	I	0.693	1	2
575.746	0	10	MI	C	0.52	1	2
577.512	0	10	MI	I	0.663	1	2
