onset	duration	subject	block	trial_type	rt	accuracy	run
103.48	0	3	MI	cue	NaN	NaN	1
113.98	0	3	MI	I	0.654	1	1
117.68	0	3	MI	I	0.603	1	1
120.13	0	3	MI	I	0.604	1	1
123.18	0	3	MI	I	0.588	1	1
128.013	0	3	MI	I	0.51	1	1
130.363	0	3	MI	I	0.784	1	1
133.579	0	3	MI	I	0.706	1	1
137.329	0	3	MI	I	0.53	1	1
141.513	0	3	MI	I	0.536	1	1
146.896	0	3	MI	C	0.649	1	1
151.196	0	3	MI	blank	NaN	NaN	1
154.912	0	3	MI	I	0.496	1	1
158.462	0	3	MI	I	0.735	1	1
162.229	0	3	MI	C	0.535	1	1
164.612	0	3	MI	I	0.685	1	1
167.745	0	3	MI	I	0.86	1	1
170.445	0	3	MI	I	0.724	1	1
174.212	0	3	MI	C	0.513	1	1
175.978	0	3	MI	C	0.687	1	1
179.112	0	3	MI	I	0.59	1	1
182.145	0	3	MI	C	0.645	1	1
184.645	0	3	MI	I	0.588	1	1
187.678	0	3	MI	C	0.623	1	1
190.144	0	3	MI	C	0.502	1	1
196.078	0	3	MI	I	0.623	1	1
199.161	0	3	MI	I	0.736	1	1
202.928	0	3	MI	I	0.616	1	1
206.594	0	3	MI	I	0.607	1	1
210.244	0	3	MI	I	0.601	1	1
216.294	0	3	MI	I	0.584	1	1
221.727	0	3	MI	C	0.555	1	1
225.327	0	3	MI	I	0.686	1	1
228.46	0	3	MI	I	0.688	1	1
232.193	0	3	MI	I	0.507	1	1
233.943	0	3	MI	I	0.716	1	1
237.71	0	3	MI	I	0.58	1	1
243.726	0	3	MI	I	0.731	1	1
248.109	0	3	MI	blank	NaN	NaN	1
251.826	0	3	MI	I	0.487	1	1
258.359	0	3	MI	I	0.617	0	1
262.026	0	3	MI	C	0.663	1	1
265.142	0	3	MI	blank	NaN	NaN	1
271.259	0	3	MI	I	0.653	1	1
273.759	0	3	MI	I	0.57	1	1
278.575	0	3	MI	C	0.626	1	1
