onset	duration	subject	block	trial_type	rt	accuracy	run
109.796	0	13	MI	cue	NaN	NaN	1
120.295	0	13	MI	I	1.082	1	1
123.812	0	13	MI	I	0.628	1	1
126.895	0	13	MI	I	0.556	1	1
131.695	0	13	MI	I	0.877	1	1
135.611	0	13	MI	I	0.637	1	1
138.695	0	13	MI	C	0.549	1	1
142.295	0	13	MI	I	0.817	1	1
146.761	0	13	MI	C	0.608	1	1
150.411	0	13	MI	blank	NaN	NaN	1
154.727	0	13	MI	I	0.537	1	1
157.694	0	13	MI	I	0.601	1	1
160.744	0	13	MI	blank	NaN	NaN	1
163.26	0	13	MI	I	0.709	1	1
165.227	0	13	MI	I	0.551	1	1
168.81	0	13	MI	C	0.662	1	1
174.927	0	13	MI	I	0.649	1	1
180.426	0	13	MI	I	0.688	1	1
187.159	0	13	MI	I	0.63	1	1
189.626	0	13	MI	I	0.588	1	1
194.459	0	13	MI	I	0.657	1	1
199.959	0	13	MI	C	0.67	1	1
203.076	0	13	MI	I	0.613	1	1
205.542	0	13	MI	I	0.594	0	1
209.192	0	13	MI	I	0.65	1	1
212.292	0	13	MI	I	0.643	1	1
216.575	0	13	MI	blank	NaN	NaN	1
220.292	0	13	MI	I	0.922	1	1
227.858	0	13	MI	I	0.749	1	1
232.258	0	13	MI	I	0.696	1	1
237.808	0	13	MI	I	0.565	1	1
243.824	0	13	MI	blank	NaN	NaN	1
246.941	0	13	MI	I	0.542	1	1
252.324	0	13	MI	I	0.585	1	1
257.157	0	13	MI	blank	NaN	NaN	1
259.673	0	13	MI	I	0.698	1	1
264.007	0	13	MI	I	0.653	1	1
265.906	0	13	MI	C	0.68	1	1
269.64	0	13	MI	C	0.601	1	1
273.29	0	13	MI	I	0.595	1	1
279.923	0	13	MI	C	0.634	1	1
282.406	0	13	MI	I	0.624	1	1
286.072	0	13	MI	I	0.803	1	1
290.522	0	13	MI	I	0.593	1	1
295.955	0	13	MI	C	0.893	1	1
299.305	0	13	MI	blank	NaN	NaN	1
303.022	0	13	MI	C	0.533	1	1
305.388	0	13	MI	I	0.888	1	1
313.521	0	13	MI	I	0.693	1	1
320.854	0	13	MI	I	0.687	1	1
323.971	0	13	MI	I	1.063	1	1
326.271	0	13	MI	I	0.611	1	1
329.937	0	13	MI	C	0.867	1	1
336.237	0	13	MI	blank	NaN	NaN	1
339.954	0	13	MI	I	0.604	1	1
343.003	0	13	MI	I	0.845	1	1
346.303	0	13	MI	I	0.564	1	1
348.72	0	13	MI	C	0.681	1	1
351.837	0	13	MI	blank	NaN	NaN	1
356.153	0	13	MI	I	0.693	1	1
358.703	0	13	MI	I	0.735	1	1
366.086	0	13	MI	I	0.632	1	1
369.169	0	13	MI	I	1.108	1	1
373.336	0	13	MI	I	0.617	1	1
375.802	0	13	MI	I	0.757	1	1
379.602	0	13	MI	I	0.668	1	1
381.519	0	13	MI	I	0.549	1	1
383.919	0	13	MI	I	0.637	1	1
390.602	0	13	MI	C	0.551	1	1
456.049	0	13	MC	cue	NaN	NaN	1
466.549	0	13	MC	C	0.752	1	1
472.749	0	13	MC	C	0.658	1	1
476.465	0	13	MC	C	0.893	1	1
480.398	0	13	MC	C	0.569	1	1
484.015	0	13	MC	C	0.492	1	1
487.548	0	13	MC	I	0.703	1	1
491.298	0	13	MC	blank	NaN	NaN	1
493.214	0	13	MC	I	0.603	1	1
496.264	0	13	MC	I	0.65	1	1
498.748	0	13	MC	C	1.2	1	1
501.798	0	13	MC	C	0.685	1	1
504.914	0	13	MC	C	0.795	1	1
507.547	0	13	MC	C	0.567	1	1
511.147	0	13	MC	I	0.652	1	1
513.647	0	13	MC	C	0.604	1	1
516.697	0	13	MC	C	0.822	0	1
521.763	0	13	MC	C	0.509	1	1
523.513	0	13	MC	C	0.57	1	1
527.13	0	13	MC	C	0.625	1	1
532.013	0	13	MC	blank	NaN	NaN	1
535.729	0	13	MC	I	0.634	1	1
538.196	0	13	MC	C	0.547	1	1
541.196	0	13	MC	C	0.664	1	1
543.713	0	13	MC	C	0.673	1	1
546.846	0	13	MC	C	0.763	1	1
549.446	0	13	MC	C	0.536	1	1
553.629	0	13	MC	C	0.641	1	1
556.712	0	13	MC	C	0.602	1	1
559.762	0	13	MC	blank	NaN	NaN	1
562.878	0	13	MC	C	0.631	1	1
567.162	0	13	MC	C	0.52	1	1
570.128	0	13	MC	C	0.513	1	1
573.695	0	13	MC	I	0.887	1	1
578.228	0	13	MC	blank	NaN	NaN	1
583.744	0	13	MC	C	0.794	1	1
586.978	0	13	MC	C	0.557	1	1
591.794	0	13	MC	C	0.873	1	1
593.911	0	13	MC	C	0.442	1	1
596.211	0	13	MC	C	0.461	1	1
599.71	0	13	MC	C	0.61	1	1
604.56	0	13	MC	C	0.654	0	1
607.06	0	13	MC	C	0.597	1	1
610.693	0	13	MC	C	0.615	1	1
614.96	0	13	MC	blank	NaN	NaN	1
619.276	0	13	MC	I	0.825	1	1
622.543	0	13	MC	C	0.716	1	1
626.309	0	13	MC	blank	NaN	NaN	1
633.626	0	13	MC	C	0.905	1	1
636.376	0	13	MC	C	0.643	1	1
641.875	0	13	MC	C	0.643	1	1
644.359	0	13	MC	I	0.844	1	1
648.859	0	13	MC	C	0.611	1	1
650.725	0	13	MC	C	0.738	1	1
653.892	0	13	MC	C	0.751	1	1
