onset	duration	subject	block	trial_type	rt	accuracy	run
24.266	0	4	MC	cue	NaN	NaN	2
34.766	0	4	MC	C	0.802	1	2
37.399	0	4	MC	C	0.509	1	2
40.349	0	4	MC	C	0.574	1	2
42.766	0	4	MC	C	0.545	1	2
45.149	0	4	MC	C	0.507	1	2
47.499	0	4	MC	C	0.535	1	2
49.866	0	4	MC	C	0.553	1	2
53.449	0	4	MC	C	0.644	1	2
55.932	0	4	MC	C	0.518	1	2
59.482	0	4	MC	C	0.575	1	2
63.099	0	4	MC	C	0.544	1	2
67.282	0	4	MC	I	0.568	1	2
71.482	0	4	MC	blank	NaN	NaN	2
73.398	0	4	MC	C	0.875	1	2
77.915	0	4	MC	C	0.526	1	2
81.481	0	4	MC	I	1.682	1	2
88.598	0	4	MC	I	0.916	1	2
91.948	0	4	MC	blank	NaN	NaN	2
95.064	0	4	MC	C	0.534	1	2
98.031	0	4	MC	C	0.524	1	2
102.797	0	4	MC	C	0.568	1	2
106.397	0	4	MC	C	0.497	1	2
108.131	0	4	MC	C	0.555	1	2
111.73	0	4	MC	C	0.653	1	2
115.414	0	4	MC	I	1.381	1	2
119.23	0	4	MC	C	0.55	1	2
123.413	0	4	MC	blank	NaN	NaN	2
126.53	0	4	MC	C	0.733	1	2
131.497	0	4	MC	C	0.78	1	2
134.113	0	4	MC	blank	NaN	NaN	2
136.63	0	4	MC	C	0.764	1	2
138.63	0	4	MC	C	0.76	1	2
143.03	0	4	MC	C	0.677	1	2
145.546	0	4	MC	I	0.586	1	2
149.763	0	4	MC	C	0.556	1	2
152.163	0	4	MC	C	0.494	1	2
155.696	0	4	MC	C	0.865	1	2
158.396	0	4	MC	I	0.824	1	2
162.262	0	4	MC	I	0.611	1	2
164.112	0	4	MC	blank	NaN	NaN	2
167.229	0	4	MC	C	0.737	1	2
172.812	0	4	MC	I	0.598	1	2
175.245	0	4	MC	C	1.004	1	2
178.679	0	4	MC	C	0.528	1	2
182.245	0	4	MC	C	0.708	1	2
185.995	0	4	MC	C	0.51	1	2
190.145	0	4	MC	C	0.478	1	2
191.862	0	4	MC	C	0.503	0	2
195.395	0	4	MC	C	0.51	1	2
200.145	0	4	MC	C	0.84	1	2
202.828	0	4	MC	C	0.481	1	2
206.345	0	4	MC	blank	NaN	NaN	2
208.261	0	4	MC	C	0.564	1	2
210.061	0	4	MC	C	0.565	1	2
214.861	0	4	MC	C	0.822	1	2
217.528	0	4	MC	C	0.659	1	2
220.027	0	4	MC	C	0.656	1	2
222.527	0	4	MC	C	0.514	1	2
226.677	0	4	MC	blank	NaN	NaN	2
230.394	0	4	MC	C	1.025	1	2
233.86	0	4	MC	I	0.972	1	2
239.677	0	4	MC	blank	NaN	NaN	2
243.993	0	4	MC	C	0.623	1	2
245.86	0	4	MC	C	0.457	1	2
248.16	0	4	MC	I	0.923	1	2
252.127	0	4	MC	C	0.56	1	2
254.527	0	4	MC	I	0.639	1	2
256.41	0	4	MC	I	0.684	1	2
310.242	0	4	MC	cue	NaN	NaN	2
320.741	0	4	MC	C	0.897	1	2
323.475	0	4	MC	C	0.672	1	2
325.391	0	4	MC	C	0.429	1	2
331.858	0	4	MC	C	0.505	1	2
335.408	0	4	MC	C	0.731	1	2
342.774	0	4	MC	C	0.585	1	2
346.991	0	4	MC	C	0.558	1	2
349.39	0	4	MC	C	0.537	1	2
351.757	0	4	MC	C	0.459	1	2
357.057	0	4	MC	C	0.552	1	2
360.64	0	4	MC	C	0.781	1	2
363.257	0	4	MC	I	0.804	1	2
365.907	0	4	MC	C	0.735	1	2
367.873	0	4	MC	blank	NaN	NaN	2
370.99	0	4	MC	C	0.572	1	2
373.407	0	4	MC	C	0.541	1	2
375.19	0	4	MC	C	0.479	1	2
378.706	0	4	MC	C	0.563	1	2
380.506	0	4	MC	C	0.642	1	2
382.99	0	4	MC	C	0.735	1	2
389.756	0	4	MC	C	0.543	1	2
391.539	0	4	MC	C	0.53	1	2
397.506	0	4	MC	C	0.661	1	2
401.206	0	4	MC	I	0.705	1	2
404.956	0	4	MC	blank	NaN	NaN	2
408.672	0	4	MC	I	0.984	1	2
410.889	0	4	MC	I	0.703	1	2
414.022	0	4	MC	blank	NaN	NaN	2
417.739	0	4	MC	I	0.599	0	2
419.572	0	4	MC	I	0.806	1	2
422.222	0	4	MC	blank	NaN	NaN	2
426.538	0	4	MC	C	0.728	1	2
430.905	0	4	MC	I	0.804	1	2
435.955	0	4	MC	I	0.652	1	2
439.638	0	4	MC	C	0.571	1	2
443.838	0	4	MC	C	0.593	1	2
445.671	0	4	MC	I	0.766	1	2
450.071	0	4	MC	C	0.647	1	2
452.554	0	4	MC	blank	NaN	NaN	2
455.071	0	4	MC	I	0.818	1	2
458.921	0	4	MC	blank	NaN	NaN	2
464.437	0	4	MC	C	0.639	1	2
469.321	0	4	MC	C	0.669	1	2
471.82	0	4	MC	C	0.907	1	2
475.77	0	4	MC	C	0.604	1	2
483.603	0	4	MC	C	0.73	1	2
487.37	0	4	MC	C	0.665	1	2
491.07	0	4	MC	blank	NaN	NaN	2
493.587	0	4	MC	C	0.718	1	2
497.936	0	4	MC	I	0.8	1	2
502.97	0	4	MC	C	1.131	1	2
507.136	0	4	MC	blank	NaN	NaN	2
509.653	0	4	MC	C	0.902	1	2
512.986	0	4	MC	C	0.694	1	2
518.519	0	4	MC	C	0.648	1	2
521.002	0	4	MC	C	0.532	1	2
524.569	0	4	MC	C	0.657	1	2
526.469	0	4	MC	C	0.545	1	2
529.452	0	4	MC	C	0.485	1	2
532.369	0	4	MC	C	0.689	1	2
534.302	0	4	MC	C	0.581	1	2
536.719	0	4	MC	C	0.704	1	2
539.252	0	4	MC	I	0.882	1	2
543.168	0	4	MC	C	0.594	1	2
548.602	0	4	MC	C	1.219	1	2
552.851	0	4	MC	C	0.697	1	2
555.385	0	4	MC	C	0.534	1	2
558.351	0	4	MC	C	0.519	1	2
618.116	0	4	MC	cue	NaN	NaN	2
628.616	0	4	MC	C	0.81	1	2
632.466	0	4	MC	C	0.544	1	2
634.249	0	4	MC	C	0.459	1	2
637.749	0	4	MC	C	0.571	1	2
640.149	0	4	MC	I	0.532	0	2
643.116	0	4	MC	blank	NaN	NaN	2
651.032	0	4	MC	C	0.691	1	2
656.565	0	4	MC	C	0.774	1	2
660.382	0	4	MC	C	0.519	1	2
664.532	0	4	MC	I	0.819	1	2
667.782	0	4	MC	C	0.523	1	2
669.548	0	4	MC	C	0.58	1	2
673.165	0	4	MC	C	0.849	1	2
677.648	0	4	MC	C	0.633	1	2
680.115	0	4	MC	C	0.574	1	2
683.731	0	4	MC	C	0.815	1	2
688.781	0	4	MC	C	0.901	1	2
691.514	0	4	MC	C	0.531	1	2
697.481	0	4	MC	C	0.853	1	2
704.364	0	4	MC	I	0.661	1	2
707.464	0	4	MC	I	0.948	1	2
715.047	0	4	MC	C	0.61	1	2
720.497	0	4	MC	C	0.732	1	2
724.263	0	4	MC	C	0.712	1	2
728.013	0	4	MC	I	0.725	1	2
731.78	0	4	MC	C	0.59	1	2
736.013	0	4	MC	C	0.579	1	2
743.229	0	4	MC	C	0.534	1	2
747.396	0	4	MC	I	0.648	1	2
749.279	0	4	MC	blank	NaN	NaN	2
752.996	0	4	MC	C	0.563	1	2
755.996	0	4	MC	C	0.652	1	2
759.679	0	4	MC	C	0.532	1	2
763.246	0	4	MC	I	0.711	1	2
766.396	0	4	MC	C	0.955	1	2
768.596	0	4	MC	I	0.704	1	2
771.129	0	4	MC	C	0.596	1	2
772.962	0	4	MC	C	0.713	1	2
776.112	0	4	MC	C	0.536	1	2
779.678	0	4	MC	C	0.71	1	2
782.829	0	4	MC	C	0.523	1	2
786.995	0	4	MC	I	0.844	1	2
790.278	0	4	MC	blank	NaN	NaN	2
793.395	0	4	MC	C	0.573	1	2
798.211	0	4	MC	C	0.753	1	2
801.995	0	4	MC	C	0.545	1	2
806.778	0	4	MC	C	0.81	1	2
809.428	0	4	MC	blank	NaN	NaN	2
811.344	0	4	MC	I	0.899	1	2
818.277	0	4	MC	blank	NaN	NaN	2
824.394	0	4	MC	C	0.918	1	2
826.544	0	4	MC	C	0.588	1	2
829.56	0	4	MC	C	0.588	1	2
831.994	0	4	MC	C	0.753	1	2
836.377	0	4	MC	C	0.533	1	2
839.344	0	4	MC	C	0.547	1	2
847.127	0	4	MC	C	0.843	1	2
849.81	0	4	MC	C	0.645	1	2
853.493	0	4	MC	blank	NaN	NaN	2
856.01	0	4	MC	C	0.554	1	2
859.593	0	4	MC	C	0.527	1	2
863.76	0	4	MC	blank	NaN	NaN	2
867.476	0	4	MC	C	0.618	1	2
871.126	0	4	MC	I	0.641	1	2
873.609	0	4	MC	I	0.696	1	2
876.743	0	4	MC	C	0.499	1	2
879.076	0	4	MC	C	0.532	1	2
881.442	0	4	MC	blank	NaN	NaN	2
938.274	0	4	MC	cue	NaN	NaN	2
948.774	0	4	MC	C	0.722	1	2
952.54	0	4	MC	C	0.567	1	2
955.54	0	4	MC	C	0.524	1	2
959.107	0	4	MC	C	0.627	1	2
960.974	0	4	MC	C	0.481	1	2
964.49	0	4	MC	I	0.562	1	2
965.69	0	4	MC	C	1.063	1	2
968.59	0	4	MC	C	0.654	1	2
971.673	0	4	MC	C	0.522	1	2
974.64	0	4	MC	I	0.547	1	2
977.023	0	4	MC	blank	NaN	NaN	2
979.54	0	4	MC	C	0.548	1	2
981.323	0	4	MC	C	0.517	1	2
985.473	0	4	MC	C	0.652	1	2
990.956	0	4	MC	C	1.174	1	2
995.772	0	4	MC	C	0.688	1	2
998.289	0	4	MC	I	0.791	1	2
1000.922	0	4	MC	C	0.835	1	2
1002.989	0	4	MC	C	0.57	1	2
1005.989	0	4	MC	C	1.37	1	2
1012.205	0	4	MC	blank	NaN	NaN	2
1014.122	0	4	MC	I	0.558	1	2
1017.122	0	4	MC	I	0.869	1	2
