onset	duration	subject	block	trial_type	rt	accuracy	run
94.663	0	5	MI	cue	NaN	NaN	1
105.163	0	5	MI	I	0.805	1	1
109.013	0	5	MI	I	0.539	1	1
112.596	0	5	MI	I	0.714	1	1
116.346	0	5	MI	I	0.573	1	1
118.179	0	5	MI	I	0.544	1	1
124.762	0	5	MI	I	0.533	1	1
126.545	0	5	MI	I	0.52	1	1
131.312	0	5	MI	blank	NaN	NaN	1
134.428	0	5	MI	I	0.644	1	1
138.112	0	5	MI	I	0.749	1	1
141.911	0	5	MI	I	0.569	1	1
145.528	0	5	MI	I	0.559	1	1
147.928	0	5	MI	I	0.494	1	1
150.861	0	5	MI	C	0.555	1	1
156.261	0	5	MI	I	0.543	1	1
161.044	0	5	MI	I	0.62	1	1
164.111	0	5	MI	I	0.602	1	1
167.777	0	5	MI	I	0.524	1	1
169.544	0	5	MI	I	0.555	1	1
173.144	0	5	MI	I	0.473	1	1
176.06	0	5	MI	C	0.448	1	1
178.343	0	5	MI	I	0.455	1	1
183.043	0	5	MI	C	0.378	1	1
184.676	0	5	MI	I	0.659	1	1
189.576	0	5	MI	I	0.511	1	1
193.126	0	5	MI	C	0.662	1	1
197.426	0	5	MI	I	0.477	1	1
199.143	0	5	MI	C	0.458	1	1
202.642	0	5	MI	blank	NaN	NaN	1
205.759	0	5	MI	C	0.514	1	1
210.509	0	5	MI	I	0.691	1	1
217.242	0	5	MI	I	0.494	1	1
223.175	0	5	MI	I	0.509	1	1
226.142	0	5	MI	I	0.566	1	1
232.741	0	5	MI	I	0.412	1	1
234.991	0	5	MI	C	0.517	1	1
237.341	0	5	MI	I	0.553	1	1
241.524	0	5	MI	I	0.562	1	1
244.524	0	5	MI	C	0.467	1	1
248.024	0	5	MI	I	0.561	1	1
249.841	0	5	MI	I	0.627	1	1
251.724	0	5	MI	I	0.524	0	1
255.307	0	5	MI	blank	NaN	NaN	1
258.424	0	5	MI	C	0.605	1	1
263.873	0	5	MI	blank	NaN	NaN	1
265.79	0	5	MI	I	0.601	1	1
268.84	0	5	MI	I	0.547	1	1
271.823	0	5	MI	I	0.604	0	1
277.273	0	5	MI	I	0.62	1	1
283.339	0	5	MI	I	0.517	1	1
286.906	0	5	MI	I	0.627	1	1
289.372	0	5	MI	I	0.533	1	1
295.939	0	5	MI	I	0.596	1	1
299.572	0	5	MI	I	0.695	1	1
302.722	0	5	MI	I	0.891	1	1
306.655	0	5	MI	I	0.643	1	1
309.138	0	5	MI	I	0.573	1	1
313.355	0	5	MI	I	0.625	1	1
315.821	0	5	MI	blank	NaN	NaN	1
321.338	0	5	MI	I	0.787	1	1
325.171	0	5	MI	blank	NaN	NaN	1
328.288	0	5	MI	C	0.521	1	1
330.654	0	5	MI	blank	NaN	NaN	1
332.571	0	5	MI	I	0.554	1	1
337.371	0	5	MI	C	0.609	1	1
341.037	0	5	MI	I	0.622	1	1
344.104	0	5	MI	C	0.556	1	1
347.104	0	5	MI	blank	NaN	NaN	1
421.401	0	5	MI	cue	NaN	NaN	1
431.9	0	5	MI	I	0.826	1	1
434.567	0	5	MI	I	0.649	1	1
438.267	0	5	MI	I	0.658	1	1
440.167	0	5	MI	I	0.528	1	1
443.75	0	5	MI	C	0.521	1	1
450.316	0	5	MI	I	0.567	1	1
453.333	0	5	MI	I	0.531	1	1
459.916	0	5	MI	I	0.553	1	1
463.516	0	5	MI	blank	NaN	NaN	1
467.232	0	5	MI	I	0.611	1	1
470.282	0	5	MI	I	0.529	1	1
475.649	0	5	MI	C	0.495	1	1
479.182	0	5	MI	C	0.474	1	1
