onset	duration	subject	block	trial_type	rt	accuracy	run
31.665	0	8	MC	cue	NaN	NaN	2
41.665	0	8	MC	C	0.799	1	2
45.515	0	8	MC	C	0.494	1	2
48.465	0	8	MC	C	0.418	1	2
51.331	0	8	MC	C	0.453	1	2
54.231	0	8	MC	C	0.615	1	2
61.481	0	8	MC	blank	NaN	NaN	2
64.598	0	8	MC	C	0.641	1	2
67.681	0	8	MC	C	0.572	1	2
69.497	0	8	MC	C	0.42	1	2
72.981	0	8	MC	C	0.643	1	2
75.464	0	8	MC	blank	NaN	NaN	2
77.981	0	8	MC	C	0.507	1	2
80.33	0	8	MC	C	0.693	1	2
84.064	0	8	MC	C	0.456	1	2
87.564	0	8	MC	I	0.51	1	2
92.914	0	8	MC	blank	NaN	NaN	2
95.43	0	8	MC	C	0.523	1	2
98.997	0	8	MC	C	0.564	1	2
102.613	0	8	MC	C	0.603	1	2
107.463	0	8	MC	C	0.644	1	2
109.346	0	8	MC	I	0.535	1	2
112.329	0	8	MC	I	0.663	1	2
114.846	0	8	MC	C	0.56	1	2
119.046	0	8	MC	C	0.57	1	2
123.862	0	8	MC	C	0.602	1	2
125.712	0	8	MC	I	0.736	1	2
132.496	0	8	MC	C	0.532	1	2
134.279	0	8	MC	C	0.548	1	2
138.462	0	8	MC	I	0.736	1	2
142.229	0	8	MC	C	0.521	1	2
146.395	0	8	MC	C	0.573	1	2
151.212	0	8	MC	I	0.607	1	2
153.678	0	8	MC	C	0.478	1	2
155.395	0	8	MC	C	0.562	1	2
160.211	0	8	MC	C	0.512	1	2
163.161	0	8	MC	I	0.935	1	2
168.928	0	8	MC	blank	NaN	NaN	2
172.044	0	8	MC	C	0.556	1	2
176.844	0	8	MC	C	0.574	1	2
180.477	0	8	MC	C	0.525	1	2
184.044	0	8	MC	I	0.618	1	2
187.11	0	8	MC	C	0.486	1	2
190.644	0	8	MC	C	0.739	1	2
194.427	0	8	MC	C	0.574	1	2
196.86	0	8	MC	C	0.636	1	2
201.743	0	8	MC	C	0.594	1	2
204.777	0	8	MC	C	0.674	1	2
209.693	0	8	MC	C	0.591	1	2
213.326	0	8	MC	C	0.441	1	2
216.21	0	8	MC	C	0.566	1	2
219.809	0	8	MC	C	0.605	1	2
222.859	0	8	MC	I	0.559	1	2
227.059	0	8	MC	C	0.621	1	2
230.726	0	8	MC	I	0.607	1	2
234.392	0	8	MC	blank	NaN	NaN	2
236.309	0	8	MC	C	0.619	1	2
238.776	0	8	MC	blank	NaN	NaN	2
243.692	0	8	MC	I	0.587	1	2
249.725	0	8	MC	C	0.576	1	2
252.158	0	8	MC	C	0.582	1	2
255.192	0	8	MC	C	0.488	1	2
258.725	0	8	MC	C	0.61	1	2
262.991	0	8	MC	C	0.566	1	2
265.991	0	8	MC	C	0.519	1	2
270.741	0	8	MC	blank	NaN	NaN	2
272.658	0	8	MC	I	0.748	1	2
278.241	0	8	MC	blank	NaN	NaN	2
280.757	0	8	MC	C	0.523	1	2
341.589	0	8	MI	cue	NaN	NaN	2
352.089	0	8	MI	I	0.852	1	2
355.989	0	8	MI	I	0.519	1	2
361.955	0	8	MI	I	0.687	1	2
364.488	0	8	MI	I	0.678	1	2
367.021	0	8	MI	C	0.757	1	2
369.621	0	8	MI	I	0.658	1	2
373.321	0	8	MI	blank	NaN	NaN	2
